Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"347404","1","347431","","2008-12-07 08:58:27","","4","6500","<p>I am currently doing IE-hacks on a website I'm working on:
<a href=""http://www.timkjaerlange.com/wip/co2penhagen/"" rel=""nofollow noreferrer"">http://www.timkjaerlange.com/wip/co2penhagen/</a></p>

<p>I got a problem with this unordered list. IE seems to add extra top-margin for every li-element, making my navigation look like a flight of stairs: 
<a href=""http://dl.getdropbox.com/u/228089/ie-prob.jpg"" rel=""nofollow noreferrer"">http://dl.getdropbox.com/u/228089/ie-prob.jpg</a></p>

<p>I'm using conditional comments to target IE. I tried:</p>

<pre><code>ul#mainnav li { top-margin: 0;}
</code></pre>

<p>But that doesn't do anything. I wish there was a Firebug-style plugin for IE, that would make it easier to sort out problems like these.</p>

<p>Any ideas regarding what could be causing this problem?</p>
","24218","timkl","1979001","","2014-09-26 06:55:49","2014-09-26 06:55:49","IE adds extra top-margin to every li-element","<css><internet-explorer>","4","1","1","",""
"15328728","1","15328767","","2013-03-10 22:51:35","","3","6500","<pre><code>num_1 = 3
num_2 = 5
num_3 = 15
div_1 = 1000/3
div_2 = 1000/5
div_3 = 1000/15
sum_1 = 0
sum_2 = 0
sum_3 = 0
i = 0
while (i&lt;300):
    sum_1 = sum_1 + i*3,
    i = i + 1
    print (sum_1)
i = 0
while (i&lt;div_2):
    sum_2 = sum_2 + i*5,
    i += 1
i = 0
while (i&lt;div_1):
    sum_3 = sum_3 + i*5,
    i += 1
print (sum_1)
</code></pre>

<p>Output:</p>

<pre><code>(0,)
Traceback (most recent call last):
  File ""C:/Users/xxxxx/Documents/Python/1-p.py"", line 12, in &lt;module
    sum_1 = sum_1 + i*3,
TypeError: can only concatenate tuple (not ""int"") to tuple
</code></pre>

<p>I am a beginner at Python and I am trying to write a simple code. </p>

<p>I am not sure what is going wrong. Can anyone please help me out. I really appreciate it.</p>
","2154929","Rob Stark","166686","","2013-03-10 23:02:54","2013-03-10 23:02:54","Getting: 'TypeError: can only concatenate tuple (not ""int"") to tuple', even though it is an int","<python><python-3.x>","1","2","1","",""
"293768","1","293917","","2008-11-16 10:37:00","","12","6500","<p>How do I get a patch from a commit in order to send it to another developer? And how do I best avoid a merge conflict with this patch when merging our trees at a later date?</p>

<p>If you know how please explain how to do this in your VCS of choice such as subversion, git, Mercurial, bzr or etc.</p>
","3713","Spoike","3713","Spoike","2008-11-16 10:52:47","2008-11-16 19:25:44","How do I send a patch to another developer and avoid merge conflicts?","<version-control><patch><platform-agnostic>","4","0","1","",""
"705341","1","705347","","2009-04-01 12:51:07","","1","6500","<p>is the FROM clause necessary in every SELECT statement?Thanks..</p>
","40933","Warrior","2172","Sander Versluys","2009-04-01 12:56:50","2016-04-09 17:17:27","FROM clause necessary in every SELECT statement","<sql><mysql>","7","0","","",""
"654734","1","667333","","2009-03-17 15:25:38","","6","6500","<p>I am trying to write a C# P/Invoke wrapper for a C API (a native Win dll), and generally this is working fine. The only exception is a specific method which takes a struct as a parameter in the C code. The function is invoked without any exceptions, but it returns false indicating that something failed in the execution.</p>

<p>In the API header file the involved method and structs are defined as follows:</p>

<pre><code>#define MAX_ICE_MS_TRACK_LENGTH  256
typedef struct tagTRACKDATA
{   
    UINT nLength;
    BYTE TrackData[MAX_ICE_MS_TRACK_LENGTH];
} TRACKDATA, FAR* LPTRACKDATA;
typedef const LPTRACKDATA LPCTRACKDATA;

BOOL ICEAPI EncodeMagstripe(HDC /*hDC*/,
             LPCTRACKDATA /*pTrack1*/,
             LPCTRACKDATA /*pTrack2*/,
             LPCTRACKDATA /*pTrack3*/,
             LPCTRACKDATA /*reserved*/);
</code></pre>

<p>I have made an attempt to create a C# P/Invoke wrapper using the following code:</p>

<pre><code>public const int MAX_ICE_MS_TRACK_LENGTH = 256;

[StructLayout(LayoutKind.Sequential)]
public class MSTrackData {
    public UInt32 nLength;
    public readonly Byte[] TrackData = new byte[MAX_ICE_MS_TRACK_LENGTH];
}

[DllImport(""ICE_API.dll"", CharSet = CharSet.Auto, SetLastError = true)]
public static extern bool EncodeMagstripe(IntPtr hDC,
                    [In]ref MSTrackData pTrack1,
                    [In]ref MSTrackData pTrack2,
                    [In]ref MSTrackData pTrack3,
                    [In]ref MSTrackData reserved);
</code></pre>

<p>Then I try to invoke the EncodeMagstripe method using the following C# code:</p>

<pre><code>CardApi.MSTrackData trackNull = null;
CardApi.MSTrackData track2 = new CardApi.TrackData();
byte[] trackBytes = Encoding.ASCII.GetBytes("";0123456789?"");
track2.nLength = (uint)trackBytes.Length;
Buffer.BlockCopy(trackBytes, 0, track2.TrackData, 0, trackBytes.Length);

if (!CardApi.EncodeMagstripe(hDC, ref trackNull, ref track2, ref trackNull, ref trackNull)) {
    throw new ApplicationException(""EncodeMagstripe failed"", Marshal.GetLastWin32Error());
}
</code></pre>

<p>This causes an ApplicationException to be thrown, and the error code is 801 which according to the documentation means ""Data includes too many characters for the selected Track 2 format."". However the selected track format should allow up to 39 characters (I have also tried shorter strings).</p>

<p>I suspect the problem occurrs due to something I did wrong in the MSTrackData definition, but I cannot see what this may be. Does anyone have any suggestions?</p>
","79094","Johnny Egeland","","","","2014-08-04 16:19:23","C# P/Invoke structure problem","<c#><struct><pinvoke>","4","0","1","",""
"692747","1","","","2009-03-28 13:12:41","","1","6501","<p>I have a User model and a Role model. They are joined by a has_and_belongs_to_many relationship. When an admin creates a user I want them to be able to assign a role to the user and have it saved when I call @user.save</p>

<p>The thing is though is that I get a warning that I can't mass-assign the roles relationship.</p>

<p>Any suggestions on how to go about this, I am on Rails 2.3.2</p>

<p>Thanks.</p>

<p>Edit: Code as requested.</p>

<p>user.rb</p>

<pre><code>class User &lt; ActiveRecord::Base
  has_and_belongs_to_many :roles,
                          :join_table =&gt; ""users_roles"",
                          :foreign_key =&gt; ""role_id"",
                          :associated_foreign_key =&gt; ""user_id""
end
</code></pre>

<p>role.rb</p>

<pre><code>class Role &lt; ActiveRecord::Base
  has_and_belongs_to_many :users,
                          :join_table =&gt; ""users_roles"", 
                          :foreign_key =&gt; ""user_id"", 
                          :association_foreign_key =&gt; ""role_id""
end
</code></pre>

<p>View: new.html.haml</p>

<pre><code>- form_for(@user, users_path(:subdomain =&gt; current_account.subdomain)) do |f|
  .input_set
    = f.label(:login, ""Username"")
    = f.text_field(:login)
  .input_set
    = f.label(:name)
    = f.text_field(:name)
  .input_set
    = f.label(:email)
    = f.text_field(:email)
    - fields_for(""user[roles][]"", Role)do |user_role|
      .input_set
        %label Role
        = user_role.select(:name, Role.all.map{|r| [r.name, r.id] })
  .input_set
    = f.label(:password)
    = f.password_field(:password)
  .input_set
    = f.label(:password_confirmation, ""Password Again"")
    = f.password_field(:password_confirmation)
  .input_set
    %label
    = f.submit ""Add User""
</code></pre>

<p>And I want the Role to be saved to the user by calling @user.save in my create option. Is that possible? Or is this a relationship I can't use that way, would it need to a has_many relationship for me to be able to do this.</p>
","60145","railsninja","60145","railsninja","2009-03-29 00:22:24","2010-01-26 05:39:32","Save has_and_belongs_to_many child","<ruby-on-rails><ruby><has-and-belongs-to-many>","5","1","","",""
"370055","1","370390","","2008-12-15 23:23:43","","6","6501","<p>How would one change the view on the screen programmatically in an iPhone app?</p>

<p>I've been able to create navigation view's and programmatically push/pop them to produce this behaviour, but if I wanted to simply change the current view (not using a UINavigation controller object), what is the neatest way to achieve this?</p>

<p>A simple example, imagine an application with a single button, when pressed will display a  new view, or possibly one of multiple views depending on some internal state variable.</p>

<p>I have yet to see any examples that attempt to do this, and I don't seem to understand enough about the relationships and initialisation procedure between UIViewController/UIView objects to achieve this programmatically.</p>
","40175","Akusete","1033581","Akusete","2019-01-21 11:57:10","2019-01-21 11:57:10","Programmatically Switching Views in Cocoa Touch","<ios><objective-c><iphone><cocoa-touch>","7","1","10","",""
"28881","1","28903","","2008-08-26 19:15:47","","12","6501","<p>Using the same <strong>sort</strong> command with the same input produces different results on different machines.  How do I fix that?</p>
","1438","Jon Ericson","1438","Jon Ericson","2008-09-16 00:07:26","2009-04-16 15:42:57","Why doesn't **sort** sort the same on every machine?","<bash><unix><sorting><ksh>","4","0","","",""
"247086","1","247168","","2008-10-29 14:49:28","","22","6501","<p>I know that one of the defining principles of Test driven development is that you write your Unit tests first and then write code to pass those unit tests, but is it necessary to do it this way?</p>

<p>I've found that I often don't know what I am testing until I've written it, mainly because the past couple of projects I've worked on have more evolved from a proof of concept rather than been designed.</p>

<p>I've tried to write my unit tests before and it can be useful, but it doesn't seem natural to me.</p>
","20400","Omar Kooheji","8220","Sunny","2008-10-29 15:38:12","2017-11-15 21:59:11","Should unit tests be written before the code is written?","<unit-testing><tdd>","20","7","11","",""
"31646466","1","","","2015-07-26 22:33:28","","5","6502","<p>My kernel module code needs to send signal [<a href=""https://en.wikipedia.org/wiki/C_signal_handling"" rel=""noreferrer"">def.</a>] to a user land program, to transfer its execution to registered signal handler. </p>

<p>I know how to send signal between two user land processes, but I can not find any example online regarding the said task. </p>

<p>To be specific, my intended task might require an interface like below (once <code>error</code> != 1, code line <code>int a=10</code> should not be executed):</p>

<pre><code>void __init m_start(){
    ...
    if(error){
        send_signal_to_userland_process(SIGILL)
    }
    int a = 10;
    ...
}

module_init(m_start())
</code></pre>
","486720","Richard","","","","2017-12-16 19:14:55","How to send signal from kernel to user space","<linux-kernel><signals>","3","2","","",""
