Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"676060","1","676077","","2009-03-24 03:17:08","","5","7003","<p>Is it possible to update the environment from a makefile? I want to be able to create a target to set the client environment variables for them. Something like this:</p>

<pre><code>AXIS2_HOME ?= /usr/local/axis2-1.4.1
JAVA_HOME  ?= /usr/java/latest
CLASSPATH  := foo foo

setenv:
    export AXIS2_HOME
    export JAVA_HOME
    export CLASSPATH
</code></pre>

<p>So that the client can simply do:</p>

<pre><code>make setenv all
java MainClass
</code></pre>

<p>and have it work without them needing to set the classpath for the java execution themselves.</p>

<p>Or am I looking to do this the wrong way and there is a better way?</p>
","31423","brofield","","","","2009-03-24 03:51:57","Can a makefile update the calling environment?","<linux><makefile><fedora>","3","0","","",""
"100898","1","100925","","2008-09-19 10:11:55","","10","7003","<p>What's the best / simplest / most accurate way to detect the browser of a user?</p>

<p>Ease of extendability and implementation is a plus.</p>

<p>The less technologies used, the better.</p>

<p>The solution can be server side, client side, or both. The results should eventually end up at the server, though.</p>

<p>The solution can be framework agnostic.</p>

<p>The solution will only be used for reporting purposes.</p>
","6681","Jrgns","31505","buyutec","2008-09-19 20:27:19","2015-11-04 13:04:13","Browser Detection","<browser><browser-detection>","12","1","7","",""
"489538","1","489574","","2009-01-28 21:47:37","","11","7003","<p>Is there a good, <em>strict</em> date parser for Java?  I have access to Joda-Time but I have yet to see this option.  I found the ""Is there a good date parser for Java"" question, and while this is related it is sort of the opposite.  Whereas that question was asking for a lenient, more fuzzy-logic and prone to human error parser, I would like a strict parser.  For example, with both JodaTime (as far as I can tell) and simpleDateFormat, if you have a format ""MM/dd/yyyy"":</p>

<p>parse this: 40/40/4353</p>

<p>This becomes a valid date.  I want a parser that knows that 40 is an invalid month and date.  Surely some implementation of this exists in Java?</p>
","8026","MetroidFan2002","","","","2019-04-26 09:23:27","Is there a good *strict* date parser for Java?","<java><datetime><parsing><strict>","3","6","3","",""
"458913","1","458940","","2009-01-19 19:49:35","","6","7004","<p>I have an small question I didn't found an answer yet: how do I get in c# and using Microsoft.SqlServer.Smo the table a foreign key column is referring to?  </p>

<pre><code>foreach (Column column in currentTable.Columns) {
        if (column.IsForeignKey) {
                 //GET TABLE FOREIGN KEY REFERS TO
          }
   }
</code></pre>
","1929","Ronnie","","","","2016-01-02 03:15:05","How to get the table a foreign key refers to","<c#><sql-server><smo>","2","0","1","",""
"718664","1","724654","","2009-04-05 09:48:28","","3","7005","<p>I'm currently working on a project that uses the t3blog extension. In the backend, when creating a new post, you first enter a title and then you have to click on ""create new"" to add content to the post.</p>

<p>Ideally the client wants to remove the ""create new"" or at least have it create a new piece of content by default.</p>

<p>I'm digging through the TCA of the extension and I found where it adds that control, now I'm a bit stuck as I haven't hacked in TCA before, does anyone know how to modify the behavior of an ""inline"" type via TCA?</p>

<p>Here is the code that adds the control.</p>

<pre><code>'content' =&gt; Array (
        'exclude' =&gt; 1,
        'label' =&gt; 'LLL:EXT:t3blog/locallang_db.xml:tx_t3blog_post.content',
        'config' =&gt; array (
            'type' =&gt; 'inline',
            'foreign_table' =&gt; 'tt_content',
            'foreign_field' =&gt; 'irre_parentid',
            'foreign_table_field' =&gt; 'irre_parenttable',
            'maxitems' =&gt; 100,
            'appearance' =&gt; array(
                'showSynchronizationLink' =&gt; 0,
                'showAllLocalizationLink' =&gt; 0,
                'showPossibleLocalizationRecords' =&gt; 0,
                'showRemovedLocalizationRecords' =&gt; 0,
                'expandSingle' =&gt; 1
            ),
            'behaviour' =&gt; array(
            ),
        )

    ),
</code></pre>

<p>What I'm trying to do is to remove the ""general"" tab that is created and just have the ""text"" tab.</p>

<p>Any hints would be very much appreciated.</p>
","78949","Apikot","","","","2009-04-07 08:31:24","TYPO3 TCA - How to use ""inline"" type without all the interface options","<typo3><typo3-tca>","2","0","1","",""
"604012","1","604178","","2009-03-02 21:09:12","","5","7005","<p>I'd like to use mod rewrite in to convert web page addresses like <strong>/directory</strong> to <strong>/directory/index.html</strong>, in a standard LAMP hosting situation. What I have works for addresses that end in a slash. I can't find a way to handle <strong>addresses that don't end a slash</strong>.</p>

<p>What seems like it should work is:</p>

<pre><code>rewriterule ^(.*)/$ $1/index.html [L] /* addresses ending in / */
rewriterule ^(.*(?!html))$ $1/index.html [L] /* where the problem is */
</code></pre>

<p>But the second line causes a 500 server error. If I add a single letter x to the second line:</p>

<pre><code>rewriterule ^(.*)/$ $1/index.html [L]
rewriterule ^(.*x(?!html))$ $1/index.html [L]
</code></pre>

<p>It starts to work, but <strong>only for directory names that end in an x</strong>. I have tried replacing the x with many different things. Anything more complicated than real characters (like [^x] or .+) gives a 500 server error.</p>

<p>And, to satisfy my own curiosity, does anyone know why the addition of a single real letter makes the difference between a server error and a perfectly functioning rule?</p>

<p><strong>[Accepted Answer]</strong> Thanks to Gumbo I was able to approximate a solution using rewritecond:</p>

<pre>
rewritecond %{REQUEST_URI} !\.[^/]+$
rewriterule (.+) $1/index.html [L]
</pre>

<p>This works, but filters more than just .html -- it could block other pages. Unfortunately,</p>

<pre><code>rewritecond %{REQUEST_URI} !\.html$
</code></pre>

<p>results in a server error:</p>

<blockquote>
  <p>Request exceeded the limit of 10 internal redirects due to probable configuration error. Use 'LimitInternalRecursion' to increase the limit if necessary.</p>
</blockquote>

<p><strong>I'd still like to know why:</strong></p>

<pre><code>rewriterule ^(.*(?!html))$ $1/index.html [L]
</code></pre>

<p>results in a loop. The first half is supposed to check if it <em>doesn't</em> end in .html. Since the second half <em>adds</em> .html, it seems like the functional equivalent of:</p>

<pre>
while(substr($address,-4)!='html') $address.='html'
</pre>

<p>Obviously I'm missing something.</p>
","72958","Andrew Swift","5640","Andrew Swift","2009-05-27 16:01:48","2009-05-27 16:01:48","Rewriteengine in .htaccess to catch files not ending in html","<html><regex><.htaccess><mod-rewrite>","3","2","","",""
"377377","1","380765","","2008-12-18 09:47:20","","3","7005","<p>I have the following xsl that sorts my xml alphabetically:</p>

<pre><code>&lt;xsl:template match=""/""&gt;
  &lt;xsl:apply-templates /&gt;
&lt;/xsl:template&gt; 

&lt;xsl:key name=""rows-by-title"" match=""Row"" use=""translate(substring(@Title,1,1),'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ')"" /&gt;
&lt;xsl:variable name=""StartRow"" select=""string('&amp;lt;tr &amp;gt;')"" /&gt;

&lt;xsl:template name=""Meunchian"" match=""/dsQueryResponse/Rows""&gt;
  &lt;table&gt;
    &lt;tr&gt;
      &lt;xsl:for-each select=""Row[count(. | key('rows-by-title', translate(substring(@Title,1,1),'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'))[1]) = 1]""&gt;
        &lt;xsl:sort select=""translate(substring(@Title,1,1),'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ')"" /&gt;
        &lt;!-- Puts out the title --&gt;
        &lt;td&gt;
          &lt;xsl:value-of select=""translate(substring(@Title,1,1),'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ')"" /&gt;
        &lt;/td&gt;
        &lt;!-- Now all it's children --&gt;
        &lt;xsl:for-each select=""key('rows-by-title', translate(substring(@Title,1,1),'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'))""&gt;
          &lt;xsl:value-of select=""@Title"" /&gt;&lt;br/&gt;
        &lt;/xsl:for-each&gt;
      &lt;/xsl:for-each&gt;
   &lt;/tr&gt;
  &lt;/table&gt;
&lt;/xsl:template&gt;
</code></pre>

<p>XML:</p>

<pre><code>&lt;dsQueryResponse&gt;
  &lt;Rows&gt;
    &lt;Row Title=""Agenda"" /&gt;
    &lt;Row Title=""Policy"" /&gt;
    &lt;Row Title=""Policy"" /&gt;
    &lt;Row Title=""Report"" /&gt;
    &lt;Row Title=""Report"" /&gt;
  &lt;/Rows&gt;
&lt;/dsQueryResponse&gt;
</code></pre>

<p>I now want to break the table row every 4 columns that are output so that the output looks something like:</p>

<pre><code>ABCD
EFGH
IJKL
MNOP
QRST
UVWX
YZ
</code></pre>

<p>Can anyone suggest the best way to achieve this?</p>

<p>Many Thanks</p>
","12318","Kieran","36305","Dimitre Novatchev","2008-12-18 21:42:07","2008-12-20 03:10:14","How can I break a table row in xsl after a specified count?","<xml><xslt><grouping>","4","3","","",""
"117348","1","117374","","2008-09-22 20:20:39","","2","7005","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/506368/how-do-i-serialize-an-enum-value-as-an-int"">How do I serialize an enum value as an int?</a>  </p>
</blockquote>



<p>Hi, all!</p>

<p>I'm wondering if there's a way to force the serialization of an enum value into its integer value, instead of its string representation.</p>

<p>To put you into context:
We're using, in a web application that heavily relies on web services, a single baseclass  for all our request headers, independantly of the type of request.  </p>

<p>I want to add a Result field to the header, so we'll have a place to pass hints back to the calling app as to how the operation went on the web service side.  We already have an enum declared to that effect, but since we have legacy apps that call on those web services that may not know about those enums, I'd like to send serialize those values as integers.</p>

<p>We've already had to cut down on the length of those headers by using the [XmlElement(ElementName = ""string representationOfAttributeName"")] because we occasionally exceeded IE maximum url length, and I wondered whether there's a similar Attributes to force the serialization of enum values into integers.</p>

<p>Anyone ever heard of such an attribute?</p>

<p>As ever, thanks for the help,
Pascal</p>
","3403","Pinpin","-1","Chris","2017-05-23 12:16:36","2011-10-29 18:01:49","Can you force the serialization of an enum value into an integer?","<c#><.net><xml-serialization><attributes>","2","0","1","2010-03-26 03:53:53",""
"45075","1","45248","","2008-09-05 01:29:03","","3","7006","<p>Is there a better way to flash a window in Java than this:</p>

<pre><code>public static void flashWindow(JFrame frame) throws InterruptedException {
        int sleepTime = 50;
        frame.setVisible(false);
        Thread.sleep(sleepTime);
        frame.setVisible(true);
        Thread.sleep(sleepTime);
        frame.setVisible(false);
        Thread.sleep(sleepTime);
        frame.setVisible(true);
        Thread.sleep(sleepTime);
        frame.setVisible(false);
        Thread.sleep(sleepTime);
        frame.setVisible(true);
}
</code></pre>

<p>I know that this code is scary...But it works alright. (I should implement a loop...)</p>
","2598","jjnguy","2598","jjnguy","2008-09-05 01:39:33","2014-10-28 00:21:52","Java: Flash a window to grab user's attention","<java><user-interface>","2","0","2","",""
"389737","1","389782","","2008-12-23 18:51:48","","0","7006","<p>I have a Database table that I want to display in a DataGridView. However, it has several foreign keys and I don't want to show the integer that represents the other Table to the user.</p>

<p>I have this DataTable with a column userId
I have another DataTable with a column id, and a column username</p>

<p>I want the DataGridView to show the username instead of userId where the userId = id.</p>

<p>How can I do this? I also have to do this on several columns in the same table to be displayed.</p>

<p>edit: windows forms, not web forms.</p>
","12243","Malfist","12243","Malfist","2008-12-23 19:04:38","2009-03-04 19:40:32","DataBinding with a DataGridView C#","<c#><database><data-binding><datagridview>","5","0","","",""
"131805","1","131861","","2008-09-25 07:00:17","","9","7008","<p>What is the SQL command to copy a table from one database to another database?
I am using MySQL and I have two databases x and y. Suppose I have a table in x called a and I need to copy that table to y database.
Sorry if the question is too novice.</p>

<p>Thanks.</p>
","11193","Omnipotent","15880","R. Bemrose","2008-11-29 06:58:07","2012-12-27 09:51:22","SQL Command for copying table","<sql><mysql>","6","1","1","",""
"84766","1","","","2008-09-17 15:54:07","","8","7008","<p>It does not need to be a full fledged OS, but must at least have multitasking capabilities (i.e. a scheduler).<br>
Please mention what processor architecture it works on.</p>

<p>This is a <strong>survey</strong>, so exact capabilities are not really important.  Think of this as being a place to look at for possibilities when your next 8-bit embedded project comes up...</p>

<p>I realize that most 8-bit micro do not require an OS, but just as a counter-example, Rabbit Semiconductor offers the RCM3710 processor module with 4 serial ports, a 10-BaseT ethernet port, 512K RAM and 512K Flash. All that for $39.  All based around an 8-bit Z80 core.</p>

<p>8-bit does <strong>NOT</strong> necessarily mean extreme resource constraint.</p>
","10703","Benoit Lavigne","5785362","Benoit Lavigne","2016-11-01 09:40:23","2019-06-14 02:28:16","What operating systems available for an 8-bit microprocessor?","<operating-system><embedded><rtos>","17","1","5","2012-05-05 13:43:50",""
"510831","1","527782","","2009-02-04 10:43:48","","1","7009","<pre><code>    &lt;h:commandLink id=""#{id}"" value=""#{value}"" action=""#{actionBean.getAction}"" onclick=""alert(this);""/&gt;
</code></pre>

<p>In the previous simplified example, the 'this' keyword used in the Javascript function won't reference the generated A HREF element, but will reference to the global window, because JSF generates the following (simplified) code:</p>

<pre><code>&lt;a onclick=""var a=function(){alert(this)};var b=function(){if(typeof jsfcljs == 'function'){jsfcljs(document.forms['mainForm'],'generatedId,action,action','');}return false};return (a()==false) ? false : b();"" href=""#"" id=""generatedId""&gt;text&lt;/a&gt;
</code></pre>

<p>So because JSF wraps the user defined onclick in a function, this will point to the global window. I don't have access to the id of the element because my code is used in a generic component that can be used in loops etc. and I don't use backing beans (Facelets + JSF).</p>

<p>So my question is, is there a way to access the A HREF element from within my onclick javascript function, without knowing the id?</p>
","326206","dfuse","","","","2010-10-16 11:46:30","How to reference 'this' from a javascript call in a JSF component?","<javascript><jsf>","3","0","1","",""
"430004","1","1162259","","2009-01-09 22:36:38","","4","7010","<p>Per an answer to a previous question (answer here: <a href=""https://stackoverflow.com/questions/425294/sql-database-views-in-grails#427691"">SQL/Database Views in Grails</a>), I have tried to use a domain class to represent a view in my database. This works wonderfully in most cases, however:</p>

<p>I have a view with no single unique key. Let's say the underlying tables look like this:</p>

<p>A:<br/>
id,varX<br/>
1,""Blah""<br/>
2,""Foo""<br/>
3,""Bar""<br/></p>

<p>B:<br/>
id,A.id,C.id<br/>
1,2,1<br/>
2,2,2<br/>
3,3,1<br/></p>

<p>C:<br/>
id,varY<br/>
1,""Boom""<br/>
2,""Fizzle""<br/></p>

<p>My view looks like this:<br/>
A.id,varX,B.id,C.id,varY<br/>
1,""Blah"",NULL,NULL,NULL<br/>
2,""Foo"",1,1,""Boom""<br/>
2,""Foo"",2,2,""Fizzle""<br/>
3,""Bar"",3,1,""Boom""<br/></p>

<p>That is exactly how it ought to look for our purposes. However, as you can see, the best unique composite id we could construct for the view is ['A.id','C.id'], as this uniquely identifies each element, but Grails fails because it cannot seem to deal with part of a composite ID being NULL (actually, list() returns a list of 4 objects, the first is a null pointer, the rest are actual domain instances of the view).</p>

<p>Note that we could also use A.id and B.id but it suffers from the same problem.</p>

<p>Note also that we WANT to display elements from table A at least once (with null values for any fields not found in tables B/C), possibly many times if there are multiple corresponding entries in table B.</p>

<p><strong>So, my question is 2 parts:<br/>
1: Is it possible to define a grails domain class without any ID field at all? We do not need a permanent handle to any of the views entries, we just need to list the data in that view.<br/>
2: If not, is it possible to define a grails domain class with a composite ID field, part of which may be NULL, but which will uniquely identify a row anyway even if part of the composite ID is NULL?</strong></p>

<p>I know we can use straight Groovy SQL to query the view directly without an associated domain class (we are doing this now actually), but ideally we'd like to represent the view with a domain class. Further, all arguments aside, these two questions can be applied much more generically than to just our particular problem.</p>
","33752","Chris King","-1","Chris King","2017-05-23 10:27:52","2009-07-21 23:19:05","Grails Domain Class without ID field or with partially NULL composite field","<grails><null><dns><composite>","2","0","2","",""
"504594","1","","","2009-02-02 19:44:37","","0","7010","<p>I'm trying to use jQuery in a bookmarklet, which means I don't have control of the page into which the JavaScript will be inserted.  From what I've read of <a href=""http://docs.jquery.com/Core/jQuery.noConflict"" rel=""nofollow noreferrer"">noConflict</a>, it requires that jQuery be inserted first.  In the case of a bookmarklet, just the opposite is true.</p>

<p>So - does anyone have any suggestions on whether or not this is possible?  I've found it works except on pages that are using prototype.js.  On those pages, when I try to use the jQuery UI library, I get the error ""this.cloneNode is not a function"" in the bowels of jQuery, presumably because something in prototype is mucking with it.</p>

<p>Any help/advice would be appreciated.</p>
","26624","tlianza","938089","","2011-12-29 15:55:52","2011-12-29 15:55:52","jQuery: ""this.cloneNode is not a function"" when included on a page with Prototype","<javascript><jquery><jquery-ui><prototypejs>","1","4","","",""
"370518","1","370528","","2008-12-16 05:18:06","","16","7011","<p>I'm new to this SCM, but since SVN is gaining popularity I was going to give it a try.</p>

<p>Things I noticed:</p>

<ol>
<li>SVN is only the backbone of the SCM, no front-end?</li>
<li>Why is there several versions of Windows Binaries? Tigris? SlikSVN? VisualSVN?</li>
<li>Do I need a Web Server like Apache in order to use SVN?</li>
<li>There's dozens of front-end, Tortoise, WinSVN, etc... Which one is recommended?</li>
</ol>

<p>The whole thing is rather confusing and I got no idea where to start. I'm using Delphi and would like to use it to store my source files.</p>

<p>Update 1:
Seems I got it working using the ""file:///"" protocol, thanks. Now, how do I configure it as a server with client PCs.</p>
","30787","Atlas","30787","Atlas","2008-12-16 07:02:01","2019-04-30 19:41:43","How do I start with working Sub-Version + Delphi?","<svn><delphi>","10","3","18","2019-04-30 19:30:46",""
