surprisingly,1037,0.0989010989011
saying,6367,0.0807174887892
languagesenvironments,1037,0.0989010989011
code,1037,0.0494505494505
code,2012356,0.107142857143
programming,1037,0.0989010989011
less,45756,0.0743801652893
scratch,1037,0.0989010989011
top,1037,0.0989010989011
setstring,16853,0.25
researching,5012827,0.6
bring,45756,0.0743801652893
concept,45756,0.0743801652893
questions,1037,0.197802197802
immediately,2455,0.2
setcharsequence,16853,0.25
defender,1737,0.243243243243
longer,45756,0.0743801652893
foo1,12767,0.818181818182
foo2,12767,1.09090909091
bunch,1737,0.243243243243
discipline,2455,0.2
libraries,1037,0.0989010989011
based,16853,0.125
based,45756,0.0743801652893
system,1737,0.243243243243
system,45756,0.0371900826446
integer,6367,0.121076233184
coffeescript,5012827,1.8
remember,1737,0.486486486486
seems,6367,0.0403587443946
enough,45756,0.0743801652893
seem,1737,0.243243243243
actually,1037,0.0989010989011
blog,1737,0.243243243243
0,6367,0.0807174887892
citing,6367,0.0403587443946
explicitly,16853,0.25
requiring,45756,0.0743801652893
hidden,1737,0.243243243243
apart,2455,0.2
worked,1037,0.0989010989011
easier,2012356,0.214285714286
scalacollectionimmutable,16853,0.25
arguments,2012356,0.214285714286
colleague,2012356,0.214285714286
applied,45756,0.0743801652893
good,45756,0.0743801652893
return,12767,0.545454545455
filewritedata,2012356,0.428571428571
booleans,2012356,0.214285714286
replaced,2012356,0.214285714286
couple,45756,0.0743801652893
revenue,45756,0.0743801652893
impossible,1037,0.0989010989011
choice,45756,0.0743801652893
enumerations,2012356,0.214285714286
department,1037,0.0989010989011
know,45756,0.0743801652893
background,1037,0.197802197802
new,12767,0.272727272727
during,45756,0.0743801652893
now,1037,0.0494505494505
now,2012356,0.107142857143
usually,45756,0.0743801652893
writemode,2012356,0.214285714286
compiler,5012827,1.2
whats,2012356,0.428571428571
bar,16853,0.25
name,6367,0.0403587443946
excluding,6367,0.0403587443946
visible,1737,0.243243243243
edit,16853,0.125
edit,6367,0.0201793721973
h,6367,0.0403587443946
queues,45756,0.0743801652893
list,2455,0.2
remove,2455,0.2
method,12767,0.0909090909091
method,2012356,0.0714285714286
method,2455,0.2
jokes,6367,0.0403587443946
benefit,2012356,0.214285714286
stuff,1737,0.486486486486
setups,1037,0.0989010989011
popular,45756,0.0743801652893
found,45756,0.0371900826446
found,6367,0.0201793721973
cycles,45756,0.0743801652893
deleting,2455,0.2
page,2455,0.2
two,1037,0.0989010989011
mean,5012827,0.6
openup,2455,0.6
declared,16853,0.125
declared,6367,0.0201793721973
everyone,1037,0.0494505494505
everyone,6367,0.0403587443946
old,6367,0.0403587443946
thesis,6367,0.0403587443946
disciplines,2455,0.2
people,1037,0.0989010989011
people,45756,0.0743801652893
doing,1037,0.0494505494505
doing,45756,0.0371900826446
plotting,1037,0.0989010989011
back,45756,0.0743801652893
library,2455,0.2
up,1037,0.0989010989011
second,2012356,0.107142857143
second,45756,0.0371900826446
computer,36330,1.8
static,12767,0.272727272727
examples,1737,0.243243243243
choosing,45756,0.0743801652893
combining,2455,0.2
apologies,6367,0.0403587443946
unless,6367,0.0403587443946
implemented,45756,0.0743801652893
click,2455,0.2
developerfriendly,1737,0.243243243243
out,1037,0.032967032967
out,45756,0.0495867768595
out,6367,0.0134529147982
project,2455,0.2
still,2455,0.2
hide,2455,0.2
network,1037,0.0989010989011
waiting,45756,0.0743801652893
mine,2012356,0.214285714286
god,6367,0.121076233184
overload,12767,0.272727272727
assertisfalsefoo1,12767,0.272727272727
contributing,2455,0.2
everything,1037,0.0494505494505
everything,6367,0.0403587443946
behind,45756,0.0743801652893
version,1037,0.0989010989011
above,6367,6.98206278027
import,16853,0.25
foos,16853,0.5
foo,12767,1.36363636364
cause,12767,0.272727272727
correct,6367,0.0403587443946
disney,45756,0.0743801652893
locate,1737,0.243243243243
enduser,45756,0.0743801652893
university,1037,0.0989010989011
eating,45756,0.0743801652893
scientific,1037,0.0989010989011
written,1037,0.0494505494505
written,5012827,0.3
internship,1037,0.0989010989011
foo1equalsfoo2,12767,0.272727272727
enum,2012356,0.214285714286
use,1037,0.0494505494505
use,45756,0.0371900826446
deliverables,2455,0.2
quite,1037,0.197802197802
hours,45756,0.0743801652893
efficiency,45756,0.0743801652893
completely,2455,0.2
group,1037,0.197802197802
post,1737,0.243243243243
standard,45756,0.0743801652893
come,45756,0.0743801652893
change,1737,0.243243243243
rewritten,16853,0.25
users,45756,0.0743801652893
training,1037,0.0989010989011
works,1037,0.0989010989011
last,1037,0.0989010989011
selftaught,1037,0.0989010989011
g,6367,0.0403587443946
implementing,45756,0.0743801652893
similar,45756,0.223140495868
sethello,16853,0.25
nulls,12767,0.272727272727
allows,45756,0.0743801652893
example,1037,0.032967032967
example,2012356,0.142857142857
example,2455,0.0666666666667
queue,45756,0.148760330579
etc,45756,0.0743801652893
s,16853,0.5
variable,6367,0.0403587443946
extensions,1737,0.243243243243
acquisition,1037,0.0989010989011
logic,45756,0.148760330579
real,1037,0.032967032967
real,45756,0.0247933884298
real,6367,0.0403587443946
opinion,2012356,0.214285714286
makes,2012356,0.214285714286
think,45756,0.0743801652893
block,45756,0.0743801652893
first,1037,0.0494505494505
first,2012356,0.107142857143
artefact,2455,0.2
solving,45756,0.0743801652893
regardless,16853,0.25
jeff,1737,0.243243243243
readable,2012356,0.214285714286
year,1037,0.0989010989011
domain,6367,0.0403587443946
one,45756,0.0743801652893
specified,45756,0.0743801652893
pm,2455,0.4
set,1037,0.0989010989011
analyzing,1037,0.0989010989011
operator,12767,0.545454545455
apply,45756,0.0743801652893
quickly,1037,0.0989010989011
tools,1737,0.243243243243
research,1037,0.0989010989011
unit,16853,0.5
theory,45756,0.148760330579
consuming,2455,0.2
management,2455,0.2
additional,45756,0.0743801652893
val,16853,0.5
fortran,6367,0.0403587443946
covariant,16853,0.25
unknown,1037,0.0989010989011
create,45756,0.0743801652893
rides,45756,0.0743801652893
question,16853,0.25
lt,6367,0.0807174887892
lifecycle,2455,0.2
process,1737,0.243243243243
much,2012356,0.214285714286
visitor,45756,0.0743801652893
automate,1737,0.243243243243
time,1737,0.121621621622
time,45756,0.0743801652893
show,1737,0.243243243243
wait,45756,0.297520661157
type,16853,0.5
strict,1037,0.0989010989011
more,1737,0.0810810810811
more,2012356,0.0714285714286
more,6367,0.0134529147982
website,5012827,0.6
vanilla,1737,0.243243243243
shopping,45756,0.0743801652893
statement,5012827,0.6
mostly,1037,0.197802197802
acceptable,2012356,0.214285714286
idea,45756,0.0743801652893
sciences,1037,0.0989010989011
part,45756,0.0743801652893
controlling,1037,0.0989010989011
declaration,16853,0.25
purposes,1037,0.0989010989011
ok,1037,0.197802197802
line,45756,0.148760330579
trying,45756,0.0743801652893
true,2012356,0.214285714286
faster,45756,0.0743801652893
count,6367,0.0807174887892
10,45756,0.818181818182
hour,45756,0.0743801652893
developing,1037,0.0989010989011
taken,2455,0.2
require,45756,0.0743801652893
see,2012356,0.107142857143
see,45756,0.0371900826446
compile,16853,0.125
compile,5012827,0.3
labview,1037,0.0989010989011
decided,1037,0.0989010989011
obvious,2455,0.2
smart,45756,0.0743801652893
following,12767,0.272727272727
making,2455,0.2
problem,45756,0.148760330579
gave,2012356,0.214285714286
minutes,45756,0.0743801652893
called,45756,0.0743801652893
def,16853,0.5
theres,1737,0.243243243243
control,1037,0.0989010989011
program,36330,1.8
understand,2012356,0.214285714286
want,2455,0.2
figure,45756,0.0743801652893
rewrite,1037,0.0989010989011
int,6367,0.0807174887892
navigate,2455,0.2
haiku,36330,1.8
fastpass,45756,0.297520661157
states,2012356,0.214285714286
cant,1737,0.243243243243
itself,5012827,1.2
im,2455,0.4
something,45756,0.0743801652893
file,1737,0.486486486486
write,1037,0.0494505494505
write,36330,0.9
scalacollectionimmutableset,16853,0.25
seen,2455,0.2
httpcoffeescriptorg,5012827,0.6
keep,2455,0.2
check,12767,0.272727272727
world,16853,0.125
world,45756,0.0371900826446
risk,2455,0.2
ride,45756,0.0743801652893
funny,6367,0.0403587443946
needs,45756,0.0743801652893
null,12767,0.818181818182
printlns,16853,0.25
turn,1737,0.243243243243
recursion,12767,0.272727272727
make,1737,0.243243243243
make,36330,0.9
purpose,6367,0.0403587443946
generally,1037,0.0989010989011
enumeration,2012356,0.214285714286
shorter,45756,0.0743801652893
application,45756,0.148760330579
without,1037,0.032967032967
without,2455,0.0666666666667
without,45756,0.0247933884298
bool,12767,0.272727272727
append,2012356,0.428571428571
overwrite,2012356,0.214285714286
answer,16853,0.25
place,45756,0.0743801652893
wonder,1037,0.0989010989011
parameter,16853,0.125
parameter,2012356,0.107142857143
explanation,45756,0.0743801652893
development,1037,0.0989010989011
used,1037,0.197802197802
pain,1037,0.0989010989011
topic,1737,0.121621621622
topic,2012356,0.107142857143
shall,2012356,0.214285714286
mess,1037,0.0989010989011
scrum,2455,0.2
phd,1037,0.0494505494505
phd,6367,0.0201793721973
regulations,1037,0.0989010989011
applications,45756,0.148760330579
generated,2455,0.2
public,12767,0.272727272727
whether,16853,0.25
designed,45756,0.0743801652893
significant,1037,0.0989010989011
infinite,12767,0.272727272727
data,1037,0.197802197802
data,2012356,0.214285714286
class,16853,0.25
types,1737,0.243243243243
natural,1037,0.0989010989011
especially,1037,0.0989010989011
using,6367,0.0403587443946
programs,1037,0.0989010989011
windows,1737,0.486486486486
later,45756,0.0743801652893
lines,45756,0.0743801652893
analysis,1037,0.197802197802
stating,6367,0.0403587443946
concrete,1037,0.0989010989011
definitely,2012356,0.214285714286
text,5012827,0.6
site,2455,0.2
things,1037,0.0494505494505
things,45756,0.0371900826446
link,2455,0.2
software,1037,0.148351648352
software,45756,0.148760330579
physics,1037,0.0989010989011
original,16853,0.125
original,6367,0.0201793721973
fact,6367,0.0403587443946
